job_id,job_title,cv_id,cv_category,similarity_score,gemini_score
3903846544,LPN U,31111279,INFORMATION-TECHNOLOGY,4,0
3903846544,LPN U,49997097,ACCOUNTANT,3,0
3903846544,LPN U,39674178,ACCOUNTANT,3,2
3903846544,LPN U,15575117,HR,4,2
3903846544,LPN U,29552167,BANKING,3,2
3904964875,Surgical Assistant,32318506,HEALTHCARE,6,7
3904964875,Surgical Assistant,54067174,ADVOCATE,6,4
3904964875,Surgical Assistant,10568183,HEALTHCARE,6,6
3904964875,Surgical Assistant,43994605,HEALTHCARE,6,3
3904964875,Surgical Assistant,37402097,HEALTHCARE,6,6
3904964875,Surgical Assistant,26671167,HR,3,3
3904964875,Surgical Assistant,51415089,PUBLIC-RELATIONS,3,2
3904964875,Surgical Assistant,62700506,CONSULTANT,3,1
3904964875,Surgical Assistant,40311088,PUBLIC-RELATIONS,3,1
3904964875,Surgical Assistant,12518008,ENGINEERING,3,0
3904394284,Home Health Aide,25328428,HEALTHCARE,6,8
3904394284,Home Health Aide,14508237,HEALTHCARE,5,7
3904394284,Home Health Aide,27835351,CONSTRUCTION,5,3
3904394284,Home Health Aide,28670024,HEALTHCARE,5,7
3904394284,Home Health Aide,16964217,CONSULTANT,5,8
3904394284,Home Health Aide,20969119,BUSINESS-DEVELOPMENT,3,2
3904394284,Home Health Aide,11289482,BUSINESS-DEVELOPMENT,2,2
3904394284,Home Health Aide,37997506,ACCOUNTANT,3,2
3904394284,Home Health Aide,69487178,FINANCE,3,1
3904394284,Home Health Aide,36805025,BUSINESS-DEVELOPMENT,2,0
3889415668,Remote - Recruitment Specialist,13080868,BUSINESS-DEVELOPMENT,6,6
3889415668,Remote - Recruitment Specialist,57262959,HR,6,3
3889415668,Remote - Recruitment Specialist,64589506,BANKING,6,1
3889415668,Remote - Recruitment Specialist,18757174,BUSINESS-DEVELOPMENT,6,4
3889415668,Remote - Recruitment Specialist,16519708,BUSINESS-DEVELOPMENT,6,3
3889415668,Remote - Recruitment Specialist,25452321,CHEF,3,1
3889415668,Remote - Recruitment Specialist,57002858,INFORMATION-TECHNOLOGY,4,2
3889415668,Remote - Recruitment Specialist,26231609,FINANCE,4,1
3889415668,Remote - Recruitment Specialist,22983516,CONSTRUCTION,3,3
3889415668,Remote - Recruitment Specialist,25224998,CONSTRUCTION,2,2
3887874143,Registered Nurse (RN) - ICU - Intensive Care Unit - $32-52 per hour - R88972,37640804,HEALTHCARE,6,9
3887874143,Registered Nurse (RN) - ICU - Intensive Care Unit - $32-52 per hour - R88972,14062078,HEALTHCARE,6,8
3887874143,Registered Nurse (RN) - ICU - Intensive Care Unit - $32-52 per hour - R88972,31395710,HEALTHCARE,6,3
3887874143,Registered Nurse (RN) - ICU - Intensive Care Unit - $32-52 per hour - R88972,20765795,ADVOCATE,6,1
3887874143,Registered Nurse (RN) - ICU - Intensive Care Unit - $32-52 per hour - R88972,12544735,HEALTHCARE,6,2
3887874143,Registered Nurse (RN) - ICU - Intensive Care Unit - $32-52 per hour - R88972,27981289,INFORMATION-TECHNOLOGY,2,0
3887874143,Registered Nurse (RN) - ICU - Intensive Care Unit - $32-52 per hour - R88972,51777546,HEALTHCARE,4,1
3887874143,Registered Nurse (RN) - ICU - Intensive Care Unit - $32-52 per hour - R88972,82929064,DIGITAL-MEDIA,2,0
3887874143,Registered Nurse (RN) - ICU - Intensive Care Unit - $32-52 per hour - R88972,94492380,DIGITAL-MEDIA,1,0
3887874143,Registered Nurse (RN) - ICU - Intensive Care Unit - $32-52 per hour - R88972,39082090,HEALTHCARE,3,2
3888029996,Sales Marketing Coordinator,31220062,PUBLIC-RELATIONS,6,8
3888029996,Sales Marketing Coordinator,21669215,PUBLIC-RELATIONS,6,7
3888029996,Sales Marketing Coordinator,22319662,SALES,6,6
3888029996,Sales Marketing Coordinator,67501448,BUSINESS-DEVELOPMENT,6,7
3888029996,Sales Marketing Coordinator,98509238,SALES,6,5
3888029996,Sales Marketing Coordinator,17681064,INFORMATION-TECHNOLOGY,4,2
3888029996,Sales Marketing Coordinator,10840430,INFORMATION-TECHNOLOGY,3,1
3888029996,Sales Marketing Coordinator,20275356,ACCOUNTANT,3,2
3888029996,Sales Marketing Coordinator,79570655,CONSULTANT,4,3
3888029996,Sales Marketing Coordinator,25422388,DESIGNER,2,4
3901964518,Junior Recruiter,13195436,AVIATION,5,3
3901964518,Junior Recruiter,23814777,HEALTHCARE,5,5
3901964518,Junior Recruiter,45077654,HEALTHCARE,5,5
3901964518,Junior Recruiter,29167286,AVIATION,5,4
3901964518,Junior Recruiter,42546558,AVIATION,5,5
3901964518,Junior Recruiter,19364677,CONSTRUCTION,3,1
3901964518,Junior Recruiter,12334140,INFORMATION-TECHNOLOGY,2,2
3901964518,Junior Recruiter,27512470,FINANCE,3,5
3901964518,Junior Recruiter,28423028,HEALTHCARE,4,4
3901964518,Junior Recruiter,21122155,HEALTHCARE,3,3
3898167217,National Business Development Manager,11676151,INFORMATION-TECHNOLOGY,3,3
3898167217,National Business Development Manager,18949843,HEALTHCARE,3,3
3898167217,National Business Development Manager,16121387,HEALTHCARE,3,4
3898167217,National Business Development Manager,36102323,AGRICULTURE,3,3
3898167217,National Business Development Manager,14667957,HEALTHCARE,3,2
3898167217,National Business Development Manager,29297393,CONSULTANT,1,4
3898167217,National Business Development Manager,76916835,BUSINESS-DEVELOPMENT,0,6
3898167217,National Business Development Manager,13701259,ACCOUNTANT,1,2
3898167217,National Business Development Manager,12545844,PUBLIC-RELATIONS,1,3
3898167217,National Business Development Manager,11624880,PUBLIC-RELATIONS,1,2
3887495575,"Territory Sales Representative - Kansas City, MO (Gladstone)",15790602,BUSINESS-DEVELOPMENT,4,3
3887495575,"Territory Sales Representative - Kansas City, MO (Gladstone)",13764840,APPAREL,4,3
3887495575,"Territory Sales Representative - Kansas City, MO (Gladstone)",11432686,BUSINESS-DEVELOPMENT,4,3
3887495575,"Territory Sales Representative - Kansas City, MO (Gladstone)",68240723,DESIGNER,4,1
3887495575,"Territory Sales Representative - Kansas City, MO (Gladstone)",55953734,ENGINEERING,4,1
3887495575,"Territory Sales Representative - Kansas City, MO (Gladstone)",29161565,ENGINEERING,1,1
3887495575,"Territory Sales Representative - Kansas City, MO (Gladstone)",25047127,HR,2,3
3887495575,"Territory Sales Representative - Kansas City, MO (Gladstone)",25625173,AVIATION,2,1
3887495575,"Territory Sales Representative - Kansas City, MO (Gladstone)",87826037,AVIATION,2,1
3887495575,"Territory Sales Representative - Kansas City, MO (Gladstone)",91197243,PUBLIC-RELATIONS,2,1
3884444371,Application Analyst,31217840,CONSULTANT,5,6
3884444371,Application Analyst,14871762,BUSINESS-DEVELOPMENT,5,6
3884444371,Application Analyst,20748929,BUSINESS-DEVELOPMENT,5,5
3884444371,Application Analyst,70089206,INFORMATION-TECHNOLOGY,5,6
3884444371,Application Analyst,20427934,BUSINESS-DEVELOPMENT,5,4
3884444371,Application Analyst,11270462,PUBLIC-RELATIONS,2,2
3884444371,Application Analyst,58915642,DIGITAL-MEDIA,2,2
3884444371,Application Analyst,16803215,ENGINEERING,2,2
3884444371,Application Analyst,10186968,ADVOCATE,2,2
3884444371,Application Analyst,34033933,TEACHER,2,2
3901988862,Maintenance Technician,92283635,AVIATION,7,8
3901988862,Maintenance Technician,56025640,ENGINEERING,7,7
3901988862,Maintenance Technician,39855211,ENGINEERING,7,7
3901988862,Maintenance Technician,10219099,ENGINEERING,7,8
3901988862,Maintenance Technician,11959428,AVIATION,7,7
3901988862,Maintenance Technician,81011612,DESIGNER,3,2
3901988862,Maintenance Technician,11584809,INFORMATION-TECHNOLOGY,5,3
3901988862,Maintenance Technician,76010167,DESIGNER,4,0
3901988862,Maintenance Technician,58208591,APPAREL,4,2
3901988862,Maintenance Technician,62184086,TEACHER,2,0
3903845031,Retail Stocking Team Supervisor,15535408,APPAREL,6,7
3903845031,Retail Stocking Team Supervisor,17694454,HR,5,6
3903845031,Retail Stocking Team Supervisor,17876954,AVIATION,5,6
3903845031,Retail Stocking Team Supervisor,23190306,APPAREL,5,8
3903845031,Retail Stocking Team Supervisor,32794700,ENGINEERING,5,5
3903845031,Retail Stocking Team Supervisor,32980197,BANKING,4,4
3903845031,Retail Stocking Team Supervisor,14241621,BUSINESS-DEVELOPMENT,4,6
3903845031,Retail Stocking Team Supervisor,25462793,ACCOUNTANT,3,2
3903845031,Retail Stocking Team Supervisor,28772892,TEACHER,2,2
3903845031,Retail Stocking Team Supervisor,36621169,SALES,4,4
3903825544,Senior Category Management Lead,33578873,SALES,3,3
3903825544,Senior Category Management Lead,37750854,APPAREL,3,7
3903825544,Senior Category Management Lead,71576860,CONSTRUCTION,3,4
3903825544,Senior Category Management Lead,62700506,CONSULTANT,3,3
3903825544,Senior Category Management Lead,11187796,SALES,3,2
3903825544,Senior Category Management Lead,13343786,HR,0,1
3903825544,Senior Category Management Lead,28321954,FITNESS,2,2
3903825544,Senior Category Management Lead,78229715,FINANCE,0,2
3903825544,Senior Category Management Lead,13348915,SALES,2,2
3903825544,Senior Category Management Lead,37292350,TEACHER,0,2
3905336435,Salesforce Systems Administrator,20879311,INFORMATION-TECHNOLOGY,6,3
3905336435,Salesforce Systems Administrator,20674668,INFORMATION-TECHNOLOGY,5,2
3905336435,Salesforce Systems Administrator,15118506,INFORMATION-TECHNOLOGY,5,5
3905336435,Salesforce Systems Administrator,69360287,BPO,5,2
3905336435,Salesforce Systems Administrator,17688766,INFORMATION-TECHNOLOGY,5,3
3905336435,Salesforce Systems Administrator,16203589,CONSTRUCTION,2,2
3905336435,Salesforce Systems Administrator,11807040,DESIGNER,2,2
3905336435,Salesforce Systems Administrator,18480859,CHEF,3,1
3905336435,Salesforce Systems Administrator,69005326,TEACHER,3,1
3905336435,Salesforce Systems Administrator,15011085,FINANCE,5,3
3906232119,Fabricator - 1908504,32799518,CONSTRUCTION,6,6
3906232119,Fabricator - 1908504,27694040,APPAREL,5,2
3906232119,Fabricator - 1908504,11722421,DESIGNER,5,1
3906232119,Fabricator - 1908504,14528265,DESIGNER,5,6
3906232119,Fabricator - 1908504,16723524,APPAREL,5,2
3906232119,Fabricator - 1908504,21611212,TEACHER,3,0
3906232119,Fabricator - 1908504,33893326,DIGITAL-MEDIA,3,0
3906232119,Fabricator - 1908504,23807940,CHEF,3,0
3906232119,Fabricator - 1908504,24703983,ACCOUNTANT,3,0
3906232119,Fabricator - 1908504,94503308,CONSTRUCTION,4,2
3902750977,Senior Project Manager - Hybrid,24416961,INFORMATION-TECHNOLOGY,5,8
3902750977,Senior Project Manager - Hybrid,33665485,APPAREL,5,6
3902750977,Senior Project Manager - Hybrid,31111279,INFORMATION-TECHNOLOGY,5,6
3902750977,Senior Project Manager - Hybrid,15791766,INFORMATION-TECHNOLOGY,5,6
3902750977,Senior Project Manager - Hybrid,30311725,CONSTRUCTION,5,6
3902750977,Senior Project Manager - Hybrid,76530505,TEACHER,2,2
3902750977,Senior Project Manager - Hybrid,16378091,CONSTRUCTION,3,2
3902750977,Senior Project Manager - Hybrid,14209965,DIGITAL-MEDIA,4,3
3902750977,Senior Project Manager - Hybrid,90682785,SALES,2,1
3902750977,Senior Project Manager - Hybrid,13520837,HR,3,4
3903871666,"Partner Business Development Manager, Samsung Mobility",12377803,BUSINESS-DEVELOPMENT,6,7
3903871666,"Partner Business Development Manager, Samsung Mobility",25813953,BUSINESS-DEVELOPMENT,6,7
3903871666,"Partner Business Development Manager, Samsung Mobility",13888506,BUSINESS-DEVELOPMENT,6,8
3903871666,"Partner Business Development Manager, Samsung Mobility",95382114,BUSINESS-DEVELOPMENT,6,8
3903871666,"Partner Business Development Manager, Samsung Mobility",39875803,BUSINESS-DEVELOPMENT,6,7
3903871666,"Partner Business Development Manager, Samsung Mobility",37913536,PUBLIC-RELATIONS,3,3
3903871666,"Partner Business Development Manager, Samsung Mobility",20565849,CONSTRUCTION,1,1
3903871666,"Partner Business Development Manager, Samsung Mobility",19446337,ACCOUNTANT,3,2
3903871666,"Partner Business Development Manager, Samsung Mobility",12938200,HEALTHCARE,1,2
3903871666,"Partner Business Development Manager, Samsung Mobility",39569771,BANKING,4,4
3887927646,"Sales Associate - The Cosmetics Company Store - 18 Hrs - The Citadel Outlets - Los Angeles, CA",16500168,DESIGNER,7,9
3887927646,"Sales Associate - The Cosmetics Company Store - 18 Hrs - The Citadel Outlets - Los Angeles, CA",10738095,APPAREL,6,5
3887927646,"Sales Associate - The Cosmetics Company Store - 18 Hrs - The Citadel Outlets - Los Angeles, CA",20748926,DESIGNER,6,2
3887927646,"Sales Associate - The Cosmetics Company Store - 18 Hrs - The Citadel Outlets - Los Angeles, CA",11187796,SALES,6,1
3887927646,"Sales Associate - The Cosmetics Company Store - 18 Hrs - The Citadel Outlets - Los Angeles, CA",39252859,DESIGNER,6,1
3887927646,"Sales Associate - The Cosmetics Company Store - 18 Hrs - The Citadel Outlets - Los Angeles, CA",13328680,DIGITAL-MEDIA,4,1
3887927646,"Sales Associate - The Cosmetics Company Store - 18 Hrs - The Citadel Outlets - Los Angeles, CA",10588874,CHEF,5,1
3887927646,"Sales Associate - The Cosmetics Company Store - 18 Hrs - The Citadel Outlets - Los Angeles, CA",58915642,DIGITAL-MEDIA,3,2
3887927646,"Sales Associate - The Cosmetics Company Store - 18 Hrs - The Citadel Outlets - Los Angeles, CA",18784594,HEALTHCARE,4,1
3887927646,"Sales Associate - The Cosmetics Company Store - 18 Hrs - The Citadel Outlets - Los Angeles, CA",25543217,ACCOUNTANT,3,2
3903870819,"Supervisor, Operations",29534737,AVIATION,6,7
3903870819,"Supervisor, Operations",25451319,HEALTHCARE,6,7
3903870819,"Supervisor, Operations",34304175,CONSTRUCTION,6,7
3903870819,"Supervisor, Operations",28975482,PUBLIC-RELATIONS,6,7
3903870819,"Supervisor, Operations",25547145,ACCOUNTANT,6,5
3903870819,"Supervisor, Operations",19558834,PUBLIC-RELATIONS,1,2
3903870819,"Supervisor, Operations",16474898,FITNESS,2,1
3903870819,"Supervisor, Operations",25678238,FINANCE,5,5
3903870819,"Supervisor, Operations",77156708,BANKING,3,3
3903870819,"Supervisor, Operations",28679359,DIGITAL-MEDIA,2,1
3888938116,Territory Manager Idaho/Montana,45077654,HEALTHCARE,5,3
3888938116,Territory Manager Idaho/Montana,49325370,HEALTHCARE,5,4
3888938116,Territory Manager Idaho/Montana,14508237,HEALTHCARE,5,4
3888938116,Territory Manager Idaho/Montana,24828381,HEALTHCARE,5,3
3888938116,Territory Manager Idaho/Montana,27165830,HR,5,4
3888938116,Territory Manager Idaho/Montana,64589506,BANKING,2,2
3888938116,Territory Manager Idaho/Montana,60489316,BANKING,2,2
3888938116,Territory Manager Idaho/Montana,39776400,ENGINEERING,2,2
3888938116,Territory Manager Idaho/Montana,38399177,CONSULTANT,3,3
3888938116,Territory Manager Idaho/Montana,10030015,ENGINEERING,3,2
3901389277,Human Resources Manager,11480899,HR,8,8
3901389277,Human Resources Manager,93112113,HR,8,9
3901389277,Human Resources Manager,32947778,HR,8,8
3901389277,Human Resources Manager,15375009,HR,8,8
3901389277,Human Resources Manager,41523474,HR,7,7
3901389277,Human Resources Manager,19831366,CHEF,3,1
3901389277,Human Resources Manager,47919212,ENGINEERING,5,5
3901389277,Human Resources Manager,22510753,TEACHER,4,5
3901389277,Human Resources Manager,17926546,ENGINEERING,3,3
3901389277,Human Resources Manager,41910253,HEALTHCARE,3,5
3905862086,Registered Nurse,69005326,TEACHER,6,2
3905862086,Registered Nurse,14062078,HEALTHCARE,6,9
3905862086,Registered Nurse,25749150,ACCOUNTANT,6,1
3905862086,Registered Nurse,27182111,HEALTHCARE,6,9
3905862086,Registered Nurse,16356151,HEALTHCARE,6,8
3905862086,Registered Nurse,34452806,CHEF,3,0
3905862086,Registered Nurse,17286050,FITNESS,3,2
3905862086,Registered Nurse,99244405,TEACHER,4,1
3905862086,Registered Nurse,19444529,DIGITAL-MEDIA,3,0
3905862086,Registered Nurse,90682785,SALES,3,0
3888027248,Sales Manager,96493528,BANKING,6,6
3888027248,Sales Manager,11490673,FINANCE,6,3
3888027248,Sales Manager,35483925,BUSINESS-DEVELOPMENT,6,6
3888027248,Sales Manager,20850529,BUSINESS-DEVELOPMENT,6,6
3888027248,Sales Manager,47410104,FINANCE,6,2
3888027248,Sales Manager,10889157,CHEF,1,1
3888027248,Sales Manager,27909372,CHEF,3,3
3888027248,Sales Manager,57601040,CONSULTANT,5,2
3888027248,Sales Manager,20345168,ACCOUNTANT,4,3
3888027248,Sales Manager,15553584,BANKING,4,3
3906094463,Personal Trainer,55746506,FITNESS,7,7
3906094463,Personal Trainer,28669770,FITNESS,7,8
3906094463,Personal Trainer,22855060,FITNESS,7,8
3906094463,Personal Trainer,19037403,FITNESS,7,7
3906094463,Personal Trainer,15636923,FITNESS,7,7
3906094463,Personal Trainer,18525641,DIGITAL-MEDIA,3,2
3906094463,Personal Trainer,25067742,ACCOUNTANT,2,2
3906094463,Personal Trainer,20705888,FINANCE,2,2
3906094463,Personal Trainer,10554045,PUBLIC-RELATIONS,4,3
3906094463,Personal Trainer,46514339,APPAREL,4,2
3901344566,"Director, Materials Management",11614114,AVIATION,6,6
3901344566,"Director, Materials Management",19532392,HEALTHCARE,6,6
3901344566,"Director, Materials Management",17545780,HEALTHCARE,6,4
3901344566,"Director, Materials Management",24709432,BUSINESS-DEVELOPMENT,6,4
3901344566,"Director, Materials Management",30344127,ENGINEERING,6,5
3901344566,"Director, Materials Management",36517781,ENGINEERING,3,2
3901344566,"Director, Materials Management",18937778,BUSINESS-DEVELOPMENT,3,3
3901344566,"Director, Materials Management",18171955,SALES,4,4
3901344566,"Director, Materials Management",55477468,SALES,3,2
3901344566,"Director, Materials Management",29865476,DESIGNER,4,2
3902747673,"VP, CIO",15802627,INFORMATION-TECHNOLOGY,6,7
3902747673,"VP, CIO",22776912,INFORMATION-TECHNOLOGY,6,8
3902747673,"VP, CIO",28471099,INFORMATION-TECHNOLOGY,6,6
3902747673,"VP, CIO",20879311,INFORMATION-TECHNOLOGY,6,8
3902747673,"VP, CIO",33381211,INFORMATION-TECHNOLOGY,6,8
3902747673,"VP, CIO",27558837,ACCOUNTANT,3,3
3902747673,"VP, CIO",64589506,BANKING,4,3
3902747673,"VP, CIO",19786924,TEACHER,1,1
3902747673,"VP, CIO",12613221,HEALTHCARE,2,2
3902747673,"VP, CIO",10985403,ENGINEERING,2,2
3901994900,Relationship Banker - Roseland Financial Center,36574147,BUSINESS-DEVELOPMENT,6,6
3901994900,Relationship Banker - Roseland Financial Center,45167858,BANKING,6,8
3901994900,Relationship Banker - Roseland Financial Center,26673507,BANKING,6,7
3901994900,Relationship Banker - Roseland Financial Center,87867370,BANKING,6,3
3901994900,Relationship Banker - Roseland Financial Center,29552167,BANKING,6,8
3901994900,Relationship Banker - Roseland Financial Center,10480456,HEALTHCARE,4,1
3901994900,Relationship Banker - Roseland Financial Center,13087952,TEACHER,2,2
3901994900,Relationship Banker - Roseland Financial Center,11262933,BANKING,5,6
3901994900,Relationship Banker - Roseland Financial Center,17509935,SALES,4,6
3901994900,Relationship Banker - Roseland Financial Center,35474904,ADVOCATE,4,7
3904394346,Transportation Engineer Specialist,31684925,ENGINEERING,6,3
3904394346,Transportation Engineer Specialist,32802563,ENGINEERING,6,2
3904394346,Transportation Engineer Specialist,29061628,CONSTRUCTION,5,2
3904394346,Transportation Engineer Specialist,11797122,AUTOMOBILE,5,3
3904394346,Transportation Engineer Specialist,28005884,ENGINEERING,5,5
3904394346,Transportation Engineer Specialist,12071138,FINANCE,2,2
3904394346,Transportation Engineer Specialist,11963737,INFORMATION-TECHNOLOGY,4,2
3904394346,Transportation Engineer Specialist,37931076,FINANCE,4,2
3904394346,Transportation Engineer Specialist,34317538,DESIGNER,2,1
3904394346,Transportation Engineer Specialist,59450123,FINANCE,3,2
3905818080,Delivery Driver,34419403,AVIATION,5,3
3905818080,Delivery Driver,33578873,SALES,4,4
3905818080,Delivery Driver,19928941,CONSTRUCTION,4,3
3905818080,Delivery Driver,27176039,APPAREL,4,2
3905818080,Delivery Driver,22894544,CONSTRUCTION,4,3
3905818080,Delivery Driver,11432686,BUSINESS-DEVELOPMENT,2,1
3905818080,Delivery Driver,16911115,ENGINEERING,1,1
3905818080,Delivery Driver,26065877,ACCOUNTANT,2,0
3905818080,Delivery Driver,23032182,SALES,1,6
3905818080,Delivery Driver,18198627,DESIGNER,2,1
3886836914,PT Customer Lead,28377361,SALES,5,8
3886836914,PT Customer Lead,18062906,SALES,5,6
3886836914,PT Customer Lead,29772450,CHEF,5,2
3886836914,PT Customer Lead,10653119,CHEF,5,1
3886836914,PT Customer Lead,68338341,CHEF,5,1
3886836914,PT Customer Lead,29456173,ACCOUNTANT,2,2
3886836914,PT Customer Lead,27120528,BANKING,2,2
3886836914,PT Customer Lead,14871762,BUSINESS-DEVELOPMENT,2,2
3886836914,PT Customer Lead,22848179,ARTS,3,1
3886836914,PT Customer Lead,17880988,FINANCE,3,2
3901349156,Engineering Project Manager,12955994,CONSULTANT,6,3
3901349156,Engineering Project Manager,31016926,CONSULTANT,5,3
3901349156,Engineering Project Manager,20176584,CONSULTANT,5,4
3901349156,Engineering Project Manager,29975124,CONSULTANT,5,4
3901349156,Engineering Project Manager,33919379,HEALTHCARE,5,1
3901349156,Engineering Project Manager,16911115,ENGINEERING,3,2
3901349156,Engineering Project Manager,15651486,INFORMATION-TECHNOLOGY,4,2
3901349156,Engineering Project Manager,20905088,ENGINEERING,4,4
3901349156,Engineering Project Manager,14663897,CHEF,2,2
3901349156,Engineering Project Manager,27090089,HEALTHCARE,4,3
3904719363,Transportation Security Specialist- Explosives,33627938,INFORMATION-TECHNOLOGY,6,3
3904719363,Transportation Security Specialist- Explosives,13405229,AVIATION,6,7
3904719363,Transportation Security Specialist- Explosives,20237244,INFORMATION-TECHNOLOGY,6,2
3904719363,Transportation Security Specialist- Explosives,27372171,INFORMATION-TECHNOLOGY,6,2
3904719363,Transportation Security Specialist- Explosives,24709432,BUSINESS-DEVELOPMENT,6,2
3904719363,Transportation Security Specialist- Explosives,25370801,BUSINESS-DEVELOPMENT,3,2
3904719363,Transportation Security Specialist- Explosives,12254068,BUSINESS-DEVELOPMENT,3,1
3904719363,Transportation Security Specialist- Explosives,23190306,APPAREL,3,2
3904719363,Transportation Security Specialist- Explosives,19108760,SALES,3,2
3904719363,Transportation Security Specialist- Explosives,69181350,CONSULTANT,3,1
3901943436,Accounts Receivable Accountant,49204385,ACCOUNTANT,8,8
3901943436,Accounts Receivable Accountant,20253563,ACCOUNTANT,8,7
3901943436,Accounts Receivable Accountant,25846894,ACCOUNTANT,8,7
3901943436,Accounts Receivable Accountant,75286906,ACCOUNTANT,8,8
3901943436,Accounts Receivable Accountant,59403481,ACCOUNTANT,8,8
3901943436,Accounts Receivable Accountant,58165257,FINANCE,5,4
3901943436,Accounts Receivable Accountant,28973180,ENGINEERING,5,3
3901943436,Accounts Receivable Accountant,26202430,HR,4,2
3901943436,Accounts Receivable Accountant,35344611,HR,4,1
3901943436,Accounts Receivable Accountant,25834360,HEALTHCARE,3,0
3889742787,LICENSED PRACTICAL NURSE - PINEHURST HEALTHCARE & REHABILITATION CENTER,46349752,HEALTHCARE,6,8
3889742787,LICENSED PRACTICAL NURSE - PINEHURST HEALTHCARE & REHABILITATION CENTER,10953078,HEALTHCARE,6,7
3889742787,LICENSED PRACTICAL NURSE - PINEHURST HEALTHCARE & REHABILITATION CENTER,16964217,CONSULTANT,6,3
3889742787,LICENSED PRACTICAL NURSE - PINEHURST HEALTHCARE & REHABILITATION CENTER,31395710,HEALTHCARE,6,9
3889742787,LICENSED PRACTICAL NURSE - PINEHURST HEALTHCARE & REHABILITATION CENTER,27182111,HEALTHCARE,6,7
3889742787,LICENSED PRACTICAL NURSE - PINEHURST HEALTHCARE & REHABILITATION CENTER,10748989,DESIGNER,1,0
3889742787,LICENSED PRACTICAL NURSE - PINEHURST HEALTHCARE & REHABILITATION CENTER,12748557,ENGINEERING,1,0
3889742787,LICENSED PRACTICAL NURSE - PINEHURST HEALTHCARE & REHABILITATION CENTER,28642819,TEACHER,3,2
3889742787,LICENSED PRACTICAL NURSE - PINEHURST HEALTHCARE & REHABILITATION CENTER,30311725,CONSTRUCTION,2,0
3889742787,LICENSED PRACTICAL NURSE - PINEHURST HEALTHCARE & REHABILITATION CENTER,11592605,HR,3,0
3904388628,Project Engineer,13149176,ENGINEERING,6,6
3904388628,Project Engineer,55595908,ENGINEERING,6,3
3904388628,Project Engineer,10219099,ENGINEERING,6,5
3904388628,Project Engineer,39855211,ENGINEERING,6,4
3904388628,Project Engineer,24953126,CONSTRUCTION,6,3
3904388628,Project Engineer,57601040,CONSULTANT,4,2
3904388628,Project Engineer,95792386,ACCOUNTANT,4,2
3904388628,Project Engineer,19374660,BANKING,4,2
3904388628,Project Engineer,90318913,AVIATION,6,7
3904388628,Project Engineer,17165107,FITNESS,2,1
3903841777,Regional Account Executive - Austin,12021752,BANKING,5,6
3903841777,Regional Account Executive - Austin,28745844,HEALTHCARE,5,2
3903841777,Regional Account Executive - Austin,10704573,BUSINESS-DEVELOPMENT,5,7
3903841777,Regional Account Executive - Austin,24412546,BUSINESS-DEVELOPMENT,5,6
3903841777,Regional Account Executive - Austin,15573418,BPO,5,5
3903841777,Regional Account Executive - Austin,70603826,FITNESS,2,2
3903841777,Regional Account Executive - Austin,29075857,INFORMATION-TECHNOLOGY,4,3
3903841777,Regional Account Executive - Austin,12420359,CHEF,2,1
3903841777,Regional Account Executive - Austin,20633855,BUSINESS-DEVELOPMENT,5,7
3903841777,Regional Account Executive - Austin,19818707,AVIATION,4,3
3902836829,Enterprise Content Management Leader,71888547,CONSULTANT,7,3
3902836829,Enterprise Content Management Leader,39608848,BUSINESS-DEVELOPMENT,7,5
3902836829,Enterprise Content Management Leader,26160200,DIGITAL-MEDIA,7,4
3902836829,Enterprise Content Management Leader,28471099,INFORMATION-TECHNOLOGY,7,6
3902836829,Enterprise Content Management Leader,26167298,CONSULTANT,7,6
3902836829,Enterprise Content Management Leader,19926135,HEALTHCARE,6,3
3902836829,Enterprise Content Management Leader,25080805,BANKING,4,3
3902836829,Enterprise Content Management Leader,16426777,FINANCE,4,2
3902836829,Enterprise Content Management Leader,31909493,DIGITAL-MEDIA,6,4
3902836829,Enterprise Content Management Leader,17864043,HEALTHCARE,4,3
3901673047,Team Member (Full Time & Part Time Storewide Opportunities),12334650,CHEF,7,5
3901673047,Team Member (Full Time & Part Time Storewide Opportunities),24221960,CHEF,7,7
3901673047,Team Member (Full Time & Part Time Storewide Opportunities),37375999,PUBLIC-RELATIONS,7,2
3901673047,Team Member (Full Time & Part Time Storewide Opportunities),34252537,CHEF,7,7
3901673047,Team Member (Full Time & Part Time Storewide Opportunities),29449419,CHEF,7,6
3901673047,Team Member (Full Time & Part Time Storewide Opportunities),13178604,SALES,5,1
3901673047,Team Member (Full Time & Part Time Storewide Opportunities),13294301,ACCOUNTANT,3,1
3901673047,Team Member (Full Time & Part Time Storewide Opportunities),18172739,BUSINESS-DEVELOPMENT,3,2
3901673047,Team Member (Full Time & Part Time Storewide Opportunities),36574147,BUSINESS-DEVELOPMENT,4,3
3901673047,Team Member (Full Time & Part Time Storewide Opportunities),17704246,SALES,5,3
3900944001,SQL DBA - REMOTE,43378989,CONSULTANT,5,6
3900944001,SQL DBA - REMOTE,17730889,BUSINESS-DEVELOPMENT,5,2
3900944001,SQL DBA - REMOTE,21156767,CONSULTANT,5,7
3900944001,SQL DBA - REMOTE,29051656,INFORMATION-TECHNOLOGY,5,8
3900944001,SQL DBA - REMOTE,20748929,BUSINESS-DEVELOPMENT,5,5
3900944001,SQL DBA - REMOTE,71888547,CONSULTANT,2,2
